Category,Clue,Answer,General Subject,Specific Subject,Correct,Value,Level,Date
Afghanistan and Pakistan,"Associated with Iran, this title was used by rulers of Afghanistan until the monarchy fell in 1973; the last one is seen here",Shah,History,Middle Eastern History,FALSE,1200,3,1/23/2023
Afghanistan and Pakistan,"In 2022 the new Taliban regime banned growing these flowers that sustain many Afghan farmers, but 2022 was a bumper crop",Poppies,General Knowledge,Current Events,TRUE,1600,4,1/23/2023
Afghanistan and Pakistan,"The 2,000-mile Indus River flows from the Himalayas through Pakistan and pours into this sea, a water flow twice that of the Nile",Arabian Sea,Geography,Oceans,FALSE,2000,5,1/23/2023
Now That's Novel,"The title of this 1950 children's fantasy book concerns an animal, a person & a piece of furniture","The Lion, the Witch, and the Wardrobe",Literature,Book Titles,FALSE,400,1,1/23/2023
Now That's Novel,"Set in Appalachia, Barbara Kingsolver's ""Demon Copperhead"" is a retelling of this Dickens novel",David Copperfield,Literature,Charles Dickens,FALSE,800,2,1/23/2023
Now That's Novel,"This James Patterson cop was back on the bestselling beat but on the wrong side of a murder trial in ""The People vs."" him",Alex Cross,Literature,Book Titles,FALSE,1200,3,1/23/2023
Now That's Novel,"n 1962, one month after publishing a novel about a trip from Mississippi to Memphis, he was dead of a heart attack",William Faulkner,Literature,Authors,FALSE,1600,4,1/23/2023
Now That's Novel,"This author innovated stream of consciousness when she penned ""Jacob's Room"" in 1922",Virginia Woolf,Literature,Authors,TRUE,2000,5,1/23/2023
"Potent ""P""otables","In Spanish, this cocktail is literally ""strained pineapple""",Pina Colada,General Knowledge,Mixology,TRUE,400,1,1/23/2023
"Potent ""P""otables",Grenadine syrup gives the color to this feminine gin & egg white cocktail,Pink Lady,General Knowledge,Mixology,FALSE,800,2,1/23/2023
"Potent ""P""otables",This type of dark brown British beer is said to have gotten its name from the luggage carriers who drank it,Porter,General Knowledge,Beer,FALSE,1200,3,1/23/2023
"Potent ""P""otables","Bourbon fans go crazy for the sought-after whiskey named not for Rip but for Julian, better known by this fatherly nickname",Pappy Van Winkle,General Knowledge,Whiskey,TRUE,1600,4,1/23/2023
"Potent ""P""otables",Both Peru & Chile claim this tart 2-word cocktail & bicker over its provenance,Pisco Sour,General Knowledge,Mixology,FALSE,2000,5,1/23/2023
TV Connectors,Squid _ of Thrones,Game,Television,Show Titles,TRUE,400,1,1/23/2023
TV Connectors,Win Ben Stein's _ Heist,Money,Television,Show Titles,TRUE,800,2,1/23/2023
TV Connectors,Axe _ Rock,Cop,Television,Show Titles,FALSE,1200,3,1/23/2023
TV Connectors,Teen _ Like Me,Wolf,Television,Show Titles,FALSE,1600,4,1/23/2023
TV Connectors,JoJo's Bizarre _ Time,Adventure,Television,Show Titles,TRUE,2000,5,1/23/2023
Words of Peace,"Used as a Jewish greeting, it's the Hebrew word for ""peace""",Shalom,Linguistics,Hebrew,TRUE,400,1,1/23/2023
Words of Peace,A grape variety shares its name with this word meaning in peace & harmony,Concord,General Knowledge,Wine,FALSE,800,2,1/23/2023
Words of Peace,"From a Latin word meaning ""to come to a stop"", it's an agreement to stop fighting & was in the original name of Veterans Day",Armistice,Linguistics,Vocabulary,FALSE,1200,3,1/23/2023
Words of Peace,"San Marino is known as the most this republic, a word meaning ""calm"" or ""peaceful""",Serene,Geography,Countries,FALSE,1600,4,1/23/2023
Words of Peace,It's Latin for the period of tranquility that lasted from the reigns of Augustus to Marcus Aurelius,Pax Romana,Classics,Roman History,TRUE,2000,5,1/23/2023
Hey... Where'd Ya Go?,"On June 12, 1962 folks at this island prison discovered John & Clarence Anglin & Frank Morris had checked out unexpectedly",Alcatraz,History,American History,TRUE,400,1,1/23/2023
Hey... Where'd Ya Go?,"The ""Lost Colony"" on this island was actually the 2nd colony to try to make a go of it--the 1st went back to England in 1586",Roanoke,History,American History,TRUE,800,2,1/23/2023
Hey... Where'd Ya Go?,A shelter possibly built by this alliterative capt. was found in the 1630s but he was never seen again after a 1611 mutiny,Henry Hudson,History,American History,FALSE,1200,3,1/23/2023
Hey... Where'd Ya Go?,In 1913 Ambrose Bierce went to this nation during a revolution but soon disappeared; some say Bierce fell at the Siege of Ojinaga,Mexico,Geography,Latin America,TRUE,1600,4,1/23/2023
Hey... Where'd Ya Go?,"On Nov. 24, 1971 this hijacker bought a $20 ticket on Northwest Orient flight 305 but after parachuting out, was never seen again",D. B. Cooper,History,American History,FALSE,2000,5,1/23/2023
Astronomy and Geography,"At the winter solstice, the Sun is in Sagittarius; it once appeared in this constellation, giving a geographic feature its name",Tropic of Cancer,Science,Astronomy,TRUE,0,6,1/23/2023
"Dante's Circles of Hell, Defined","First containing lots of pre-Christians: A state of uncertainty, or a party dance under the bar",Limbo,Literature,Dante's Inferno,TRUE,200,1,1/24/2023
"Dante's Circles of Hell, Defined","Second: An intense desire; some do it ""for power""",Lust,Literature,Dante's Inferno,TRUE,400,2,1/24/2023
"Dante's Circles of Hell, Defined",Third: This excessive consumption of food also makes the Deadly Sins list,Gluttony,Literature,Dante's Inferno,TRUE,600,3,1/24/2023
"Dante's Circles of Hell, Defined",Sixth: Religious opinon contrary to Christian church doctrine,Heresy,Literature,Dante's Inferno,TRUE,800,4,1/24/2023
"Dante's Circles of Hell, Defined","Eighth, containing alchemists and seducers: Legally this 5-letter word is any activity that uses deception to gain money",Fraud,Literature,Dante's Inferno,TRUE,1000,5,1/24/2023
What Season is it?,Mother's Day in the U.S,Spring,General Knowledge,Culture,TRUE,200,1,1/24/2023
What Season is it?,Olympic Peninsula Apple & Cider Festival,Fall,General Knowledge,Culture,TRUE,400,2,1/24/2023
What Season is it?,"Precedes ""blues"" in another term for seasonal affective disorder, often featuring hypersomnia",Winter,General Knowledge,Culture,TRUE,600,3,1/24/2023
What Season is it?,"Not with its own holiday like the end has, the beginning of World War I is solemnly commemorated",Summer,History,WWI,FALSE,800,4,1/24/2023
What Season is it?,Duck hunting season (not wabbit season) starts in Louisiana & Minnesota,Fall,General Knowledge,Culture,TRUE,1000,5,1/24/2023
Say it with Advertising,"This chain has rolled out a new ""You rule"" slogan but the commercials still say you can ""have it your way""",Burger King,Business,Companies,FALSE,200,1,1/24/2023
Say it with Advertising,"Over the years this product has ad-monished us to ""drink smarter"" & ""drink your vegetables""",V8,Business,Companies,TRUE,400,2,1/24/2023
Say it with Advertising,"This short-term rental company used the slogan ""belong anywhere""",Airbnb,Business,Companies,TRUE,600,3,1/24/2023
Say it with Advertising,"In a famous slogan these 4 words precede ""State Farm is there""",Like a Good Neighbor,Business,Companies,TRUE,800,4,1/24/2023
Say it with Advertising,"This credit card has long lured you to be a ""member"" not a mere cardholder, as in the slogan ""Membership has its privileges""",American Express,Business,Companies,TRUE,1000,5,1/24/2023
They're Bad in Books,O'Brien is a powerful & shadowy member of the Inner Party in this Orwell work,1984,Literature,Book Titles,TRUE,200,1,1/24/2023
They're Bad in Books,An ancient demon named Pazuzu possesses a young girl & kills 2 priests in this '70s horror bestseller,The Exorcist,Literature,Book Titles,TRUE,400,2,1/24/2023
They're Bad in Books,"In ""The Handmaid's Tale"", this main ""Aunt""-agonist strives to indoctrinate her captive charges into subservience",Aunt Lydia,Literature,Characters,FALSE,600,3,1/24/2023
They're Bad in Books,Cathy Ames kills her parents & later abandons her newborn sons Aron & Cal Trask in this Steinbeck novel,East of Eden,Literature,Characters,TRUE,800,4,1/24/2023
They're Bad in Books,"It's the last name of David, the very bad father of Patrick in novels by Edward St. Aubyn",Melrose,Literature,Characters,FALSE,1000,5,1/24/2023
3.7 Trillion Fish in the Ocean,"With a distinctly shaped keppy called a cephalofoil, this shark has been known to swim in schools as large as 500",Hammerhead,Science,Biology,TRUE,200,1,1/24/2023
3.7 Trillion Fish in the Ocean,"To live in frigid waters, the icefish has blood glycoproteins that function as this, also a product made by Valvoline",Antifreeze,Science,Biology,TRUE,400,2,1/24/2023
3.7 Trillion Fish in the Ocean,"Similar to the puffer fish, this fish, named for a spiny land dweller, can puff itself up to twice its size when alarmed",Porcupine,Science,Biology,TRUE,600,3,1/24/2023
3.7 Trillion Fish in the Ocean,"Called ""the tiger of the sea"", this predator of tropical oceans takes its name from an American Spanish word",Barracuda,Science,Biology,FALSE,800,4,1/24/2023
3.7 Trillion Fish in the Ocean,his colorful food fish of the deep ocean may live to be 150 years old,Orange Roughy,Science,Biology,FALSE,1000,5,1/24/2023
Finding Nimoy,"Nimoy appeared in other TV series with this ""Star Trek"" co-star, including ""The Man from U.N.C.L.E."" & ""T.J. Hooker""",William Shatner,Television,Actors,FALSE,200,1,1/24/2023
Finding Nimoy,Nimoy's plentiful voice-over work included the evil robot Galvatron in the cartoon movie version of this TV show,Transformers,Television,Show Titles,FALSE,400,2,1/24/2023
Finding Nimoy,"Joe Friday was on the hunt for Nimoy, who played an armed robber & car thief on this TV series in the 1950s",Dragnet,Television,Show Titles,FALSE,600,3,1/24/2023
Finding Nimoy,"The album ""Two Sides of Leonard Nimoy"" has ""Highly Illogical"" & ""If I Were"" this (& you were a lady, would you marry me anyway)",A Carpenter,Music,Pop,FALSE,800,4,1/24/2023
Finding Nimoy,"This remake about a pod people takeover moved the action from a small town to San Francisco, with Leonard as a famous psychologist",Invasion of the Body Snatchers,Television,Show Titles,FALSE,1000,5,1/24/2023
A Look at Symbols,"If the light here appears on your dashboard, it's time to check this",The Oil,Technology,Cars,TRUE,400,1,1/24/2023
A Look at Symbols,The symbol here means a product was certified this by the Orthodox Union,Kohser,Religion,Judaism,TRUE,800,2,1/24/2023
A Look at Symbols,"It's the 5-letter Spanish-derived name of the symbol here over the ""N""",Tilde,Linguistics,Orthography,TRUE,1200,3,1/24/2023
A Look at Symbols,Get connected with the symbol for this technology standard,USB,Technology,Computer Science,TRUE,1600,4,1/24/2023
A Look at Symbols,On a floor plan you're looking at this kind of door that slides into the wall & basically vanishes when it's opened,Pocket Door,Technology,Appliances,FALSE,2000,5,1/24/2023
January in Recent History,"After decades as a member, in January 2020 the U.K. ceased its membership in this organization",European Union,History,European History,TRUE,400,1,1/24/2023
January in Recent History,"At the 2007 Macworld Conference in San Francisco, Steve Jobs introduced this product",iPhone,Business,Companies,TRUE,800,2,1/24/2023
January in Recent History,"In his 2002 State of the Union Address, George W. Bush used ""axis of evil"" to describe Iran, Iraq & this non-Mideast country",North Korea,History,American History,FALSE,1200,3,1/24/2023
January in Recent History,A false emergency alert that a missile was headed for this U.S. state caused panic there in January 2018,Hawaii,History,American History,TRUE,1600,4,1/24/2023
January in Recent History,In 2009 Prime Minister Geir Haarde resigned after the collapse of this European island nation's banking system,Iceland,History,European History,FALSE,2000,5,1/24/2023
Europe A-Go-Go,"Bounded by 4 mountain ranges, the Bohemian Massif is mostly in this country",Czech Republic,Geography,Europe,FALSE,400,1,1/24/2023
Europe A-Go-Go,Russia and Lithuania's Curonian Lagoon is separated from the sea by the Curonian Spit seen here,Baltic,Geography,Oceans,FALSE,800,2,1/24/2023
Europe A-Go-Go,"Northern Ireland is also known by this 6-letter name, referring to a people that once lived there",Ulster,Geography,Europe,FALSE,1200,3,1/24/2023
Europe A-Go-Go,This isolated region on the Peloponnese became synonymous with a rural paradise to Greeks & Romans alike,Arcadia,Geography,Europe,FALSE,1600,4,1/24/2023
Europe A-Go-Go,Crna Gora is what locals call this peak-strewn Balkan country whose name refers to one of those peaks,Montenegro,Geography,Europe,FALSE,2000,5,1/24/2023
Pop Culture Goes to Mars,"""Mars ain't the kind of place to raise your kids, in fact it's cold as hell"", sang Elton John in this hit",Rocket Man,Music,Pop,TRUE,400,1,1/24/2023
Pop Culture Goes to Mars,"With the aid of a Kickstarter campaign, Kristen Bell was back on the case as this character in a 2014 feature",Veronica Mars,Film,Movies,FALSE,800,2,1/24/2023
Pop Culture Goes to Mars,"Jack Nicholson was the president & Glenn Close, the first lady in this 1996 Tim Burton film",Mars Attacks!,Film,Movies,FALSE,1200,3,1/24/2023
Pop Culture Goes to Mars,Here is this co-founder & lead singer of Thirty Seconds to Mars; he's quite an accomplished actor as well,Jared Leto,Music,Pop,FALSE,1600,4,1/24/2023
Pop Culture Goes to Mars,"We saw this actress have the guns of Bonnie Parker & in a 1978 thriller, the ""Eyes of Laura Mars""",Fay Dunaway,Film,Actors,FALSE,2000,5,1/24/2023
Opera,This Puccini opera is set in a garret apartment in Paris' Latin Quarter,La Boheme,Music,Opera,TRUE,400,1,1/24/2023
Opera,The title character of this Bizet opera works at a cigarette factory,Carmen,Music,Opera,FALSE,800,2,1/24/2023
Opera,"The Libertine Punished"" is part of the full title of this Mozart opera",Don Giovanni,Music,Opera,TRUE,1200,3,1/24/2023
Opera,"Not a comic opera, it has a name meaning ""the clowns""",Pagliacci,Music,Opera,FALSE,1600,4,1/24/2023
Opera,"His score for ""Der Rosenkavalier"" includes several Viennese waltzes",Richard Strauss,Music,Opera,FALSE,2000,5,1/24/2023
Last but Not Least,"This type of ""kid"" spends part of the day after school unsupervised because the parents aren't home",Latchkey,Linguistics,Vocabulary,FALSE,400,1,1/24/2023
Last but Not Least,"Meaning ""to the side"", it's also a type of football passe",Lateral,Sports,Football,TRUE,800,2,1/24/2023
Last but Not Least,This plant of the mint family is used to make potpourri & herbal medicines,Lavender,General Knowledge,Cooking,FALSE,1200,3,1/24/2023
Last but Not Least,"It's the ""L"" in the SCLC, the Atlanta-based agency co-created by Martin Luther King Jr.",Leadership,Politics,Organizations,FALSE,1600,4,1/24/2023
Last but Not Least,The Industrial Revolution saw this machine tool used for shaping wood turn its attention to metals,Lathe,Technology,Machines,FALSE,2000,5,1/24/2023
Foreign Born Authors,"In the 1950s the New York Times said this author ""is writing about all lust"" & his lecherous narrator ""is all of us""",Nabokov,Literature,Authors,FALSE,0,1,1/24/2023
Garden Variety Stories,"Deborah Moggach's ""Tulip Fever"" is set in this European city in the 17th century, when lust for the bulbs was all too real",Amsterdam,History,European History,TRUE,200,1,1/25/2023
Garden Variety Stories,"Mysteries abound as plucky Agatha Raisin tries to find a killer in M.C. Beaton's novel ""Pushing up"" these flowers",Daisies,Literature,Book Titles,TRUE,400,2,1/25/2023
Garden Variety Stories,"James Ellroy took on the real-life unsolved murder of Elizabeth Short, nicknamed this, in his novel of the same name",The Black Dahlia,Literature,Book Titles,FALSE,600,3,1/25/2023
Garden Variety Stories,"Susan Orlean wrote about John Laroche, arrested for stealing these title flowers from Florida swamps",Orchids,Literature,Book Titles,FALSE,800,4,1/25/2023
Garden Variety Stories,This Umberto Eco novel is set in Italy in 1327,The Name of the Rose,Literature,Book Titles,FALSE,1000,5,1/25/2023
3-Letter Responses,"An agency of Homeland Security, it tells you what you can & can't take on a plane",TSA,Politics,Government,TRUE,200,1,1/25/2023
3-Letter Responses,Elon Musk holds this 3-letter title at both Tesla & SpaceX,CEO,Business,Executives,TRUE,400,2,1/25/2023
3-Letter Responses,This federal agency has its headquarters in Atlanta largely because the South was once the epicenter of malaria outbreaks,CDC,Politics,Government,TRUE,600,3,1/25/2023
3-Letter Responses,"When it comes to food labeling, the word bioengineered is frequently replacing these 3 letters",GMO,Science,Biology,TRUE,800,4,1/25/2023
3-Letter Responses,The police will put out one of these to other law enforcement agencies to be on the lookout for a suspec,APB,Law,Legal Terms,FALSE,1000,5,1/25/2023
How Do I Get There?,"This venue that opened in 1891: Gout south on 5th Central Park, hook a right onto 57th, hit 7th and also practice, practice, practice",Carnegie Hall,Geography,Cities,TRUE,200,1,1/25/2023
How Do I Get There?,This UNESCO World Heritage Site: Leave Cuzco on a narrow-gauge railway and get set to climb up from the Urubamba River Valley,Machu Pichu,Geography,Latin America,TRUE,400,2,1/25/2023
How Do I Get There?,This river: Head to southern Idaho and enjoy Twin Falls but don't try to jump it like Evel Knievel and Eddie Braun (Eddie did make it in 2016),Snake River,Geography,Rivers,FALSE,600,3,1/25/2023
How Do I Get There?,"This city opposite the same-named island: Drive north on I-5 past Seattle, cross the border & use BC-99, eh",Vancouver,Geography,Cities,FALSE,800,4,1/25/2023
How Do I Get There?,"This nation: Head south out of Estonia and you're there, but if you keep going and head into Lithuania. you've gone too far",Latvia,Geography,Countries,TRUE,1000,5,1/25/2023
Pacino Payed 'Em,This reluctant (for a while) member of the Corleone crime family,Michael Corleone,Film,Characters,FALSE,200,1,1/25/2023
Pacino Payed 'Em,This college football coach facing scandal,Joe Paterno,Film,Characters,FALSE,400,2,1/25/2023
Pacino Payed 'Em,"As Sonny, a Vietnam vet turned bumbling bank robber in this film",Dog Day Afternoon,Film,Movies,FALSE,600,3,1/25/2023
Pacino Payed 'Em,"Sporting a beard, this honest cop who fought corruption",Serpico,Film,Characters,FALSE,800,4,1/25/2023
Pacino Payed 'Em,"Homicide detective Will Dormer, whose name is close to Euro-words meaning ""sleep"", in this film",Insomnia,Film,Movies,FALSE,1000,5,1/25/2023
You Wear Me Out,"As part of France's energy sobriety policy, President Macron began wearing this ""reptilian"" pullover to stay warm",Turtlenecks,Fashion,Clothing,FALSE,200,1,1/25/2023
You Wear Me Out,"Named for a town near Wiesbaden, ""H"" is for this type of hat, seen here",Homburg,Fashion,Clothing,FALSE,400,2,1/25/2023
You Wear Me Out,ou can put on your best Irish accent while wearing these perforated leather shoes of the same name,Brogues,Fashion,Clothing,FALSE,600,3,1/25/2023
You Wear Me Out,Seen here is this beautiful garment of the Middle East & North Africa,Kaftan,Fashion,Clothing,FALSE,800,4,1/25/2023
You Wear Me Out,You can stand out from the crowd with these wide-legged pants named for a large group of women,Harem Pants,Fashion,Clothing,FALSE,1000,5,1/25/2023
We Grade That H-Plus,"Insert an ""H"" in a word meaning identical and you get a feeling of disgrace","Same, Shame",Linguistics,Vocabulary,TRUE,200,1,1/25/2023
We Grade That H-Plus,To be unwell takes some Preparation H to call out for a cab,"Ail, Hail",Linguistics,Vocabulary,FALSE,400,2,1/25/2023
We Grade That H-Plus,A clever word describing Oscar Wilde adds an H to become a preposition,"Wit, With",Linguistics,Vocabulary,FALSE,600,3,1/25/2023
We Grade That H-Plus,A planet lets an H settle on it to become a fireplace's brick floor,"Earth, hearth",Linguistics,Vocabulary,FALSE,800,4,1/25/2023
We Grade That H-Plus,A restaurant with tables on the sidewalk adds H to the menu for a word meaning to irritate by rubbing,"Cafe, Chafe",Linguistics,Vocabulary,FALSE,1000,5,1/25/2023
Book of the Year,"Gavin Menzies' ""1434"" says a group from China visited this top Catholic & supplied knowledge that made the renaissance happen",The Pope,History,European History,TRUE,400,1,1/25/2023
Book of the Year,"The dashing Elmer Ellsworth, the 1st Union officer killed in the Civil War, is brought to life in Adam Goodheart's book about this year",1861,History,Civil War,TRUE,800,2,1/25/2023
Book of the Year,Mark Kurlansky wrote a book titled this year of the Tet Offensive & 2 American assassinations,1968,History,Cold War,FALSE,1200,3,1/25/2023
Book of the Year,"The Hundred Years' War novel ""1356"" features this heir to the English throne, known for armor not suited for hot, sunny days",Edward the Black Prince,History,European History,FALSE,1600,4,1/25/2023
Book of the Year,"""1947: Where Now Begins"" naturally takes note of an invention that year by this Russian gun designer",Kalashnikov,Technology,Weapons,FALSE,2000,5,1/25/2023
Classical Is In,"In 2022 composer Max Richter released ""The New Four"" these as part of his ""Vivaldi Recomposed"" project",Seasons,Music,Classical,TRUE,400,1,1/25/2023
Classical Is In,"In 1724 Bach composed more than 60 of these musical pieces that were meant to be sung, as opposed to a sonata",Cantatas,Music,Classical,FALSE,800,2,1/25/2023
Classical Is In,"This man's only opera, ""Fidelio"", takes place in a Spanish prison, not a German one",Beethoven,Music,Opera,TRUE,1200,3,1/25/2023
Classical Is In,"A folk song that accompanied a pantomime character was the basis for this Debussy piece whose name means ""moonlight""",Claire de Lune,Music,Classical,TRUE,1600,4,1/25/2023
Classical Is In,This Wagner opera concerns the winning back of a magic spear from the magician Klingsor,Parsifal,Music,Classical,FALSE,2000,5,1/25/2023
The SNL Alumnus Who...,"Starred in ""Hustle"", ""Grown Ups"" & ""Billy Madison""",Adam Sandler,Film,Actors,TRUE,400,1,1/25/2023
The SNL Alumnus Who...,Has gone on to star in several Emmy-winning roles,Dreyfus,Television,Emmy,FALSE,800,2,1/25/2023
The SNL Alumnus Who...,"Co-wrote & starred in ""The King of Staten Island"", dedicated to his father Scott, a firefighter who died on 9/11",Pete Davidson,Film,Movies,FALSE,1200,3,1/25/2023
The SNL Alumnus Who...,"In recent years traveled the country on ""The Only Former U.S. Senator Currently on Tour"" Tour",Al Franken,Politics,Senators,FALSE,1600,4,1/25/2023
The SNL Alumnus Who...,"Played Carole Baskin, who takes on the Tiger King, in the limited series ""Joe vs Carole""",Kate McKinnon,Television,Actors,FALSE,2000,5,1/25/2023
How Many Dotted Letters?,"4: It's what we're doing to the entire text of the clue, presently",Italicizing,Linguistics,Vocabulary,FALSE,400,1,1/25/2023
How Many Dotted Letters?,2: This capital of the Cote d'Or department cuts the mustard,Dijon,General Knowledge,Cooking,FALSE,800,2,1/25/2023
How Many Dotted Letters?,2: Lest and because are both this part of speech,Conjunction,Linguistics,Grammar,FALSE,1200,3,1/25/2023
How Many Dotted Letters?,"5: Unbeatability may not be a word, but this one, which basically means that, sure is",Invincibility,Linguistics,Vocabulary,FALSE,1600,4,1/25/2023
How Many Dotted Letters?,2: Small intestine part near the duodenum,Jejunum,Science,Anatomy,TRUE,2000,5,1/25/2023
Good Luck,"To bring luck, rub the ample belly of the laughing figure of this ""enlightened one""",Buddha,Religion,Buddhism,TRUE,400,1,1/25/2023
Good Luck,From 1927 to 1928 Oswald the Lucky Rabbit was the star of silent films created & produced by this man,Walt Disney,Film,Disney,FALSE,800,2,1/25/2023
Good Luck,"Seen here, this southern legume is thought to bring luck when eaten on New Year's Day",Black-eyed Peas,General Knowledge,Cooking,TRUE,1200,3,1/25/2023
Good Luck,"ncient Romans would hang a tintinnabulum, one of these with bells on it, for good luck & hope for breeze",Wind Chime,Classics,Roman History,FALSE,1600,4,1/25/2023
Good Luck,"Not surprisingly, a wheel was the symbol of this Roman goddess of luck or chance",Fortuna,Classics,Roman Mythology,FALSE,2000,5,1/25/2023
We're All Counting On You,18th century composer Luigi Boccherini numbered his works using this Latin word but Yves Gérard's numbered list is much better,Opus,Music,Classical,FALSE,400,1,1/25/2023
We're All Counting On You,This Russian divided the elements into columns & rows in an early version of the periodic table,Mendeleev,Science,Chemistry,TRUE,800,2,1/25/2023
We're All Counting On You,Social sciences range from 300-399 in the library classification system named for this man,Dewey,Literature,Literary Terms,TRUE,1200,3,1/25/2023
We're All Counting On You,"Entropy is the crux of the third law of this, devised by German chemist Walther Nernst",Thermodynamics,Science,Chemistry,TRUE,1600,4,1/25/2023
We're All Counting On You,"The sequence named for this Italian mathematician begins 0, 1, 1, 2, 3, 5, 8, 13",Fibonacci,Science,Mathematics,TRUE,2000,5,1/25/2023
Landmarks,Pskov & Nizhny Novgorod are 2 of the cities that have a fortress called this,Kremlin,Geography,Europe,FALSE,0,6,1/25/2023
20th Century America,"During the 1930s, many Oklahomans fleeing the Dust Bowl adopted the motto, this state ""or bust""",California,History,American History,TRUE,200,1,1/26/2023
20th Century America,In 1926 this magician spoke to Congress supporting a bill criminalizing fortune telling & mediums,Harry Houdini,General Knowledge,Magicians,TRUE,400,2,1/26/2023
20th Century America,"1926's War Paint Club evolved into the Indian Actors Association, co-founded by this super-athlete",Jim Thorpe,Sports,Football,TRUE,600,3,1/26/2023
20th Century America,"On November 27, 1924 New Yorkers were treated to the first annual this, sponsored by the world's largest store",Macy's Thanksgiving Parade,Business,Companies,TRUE,800,4,1/26/2023
20th Century America,The World's Fair held in this city in 1904 was formally called the Louisiana Purchase Exposition,St. Louis,Geography,Cities,TRUE,1000,5,1/26/2023
"Let's Talk About Sax, Baby","In an '80s hit, ""Her name is"" this ""& she dances on the sand"": his name is Andy Hamilton, & he plays a sax solo on that tune",Rio,Music,Pop,FALSE,200,1,1/26/2023
"Let's Talk About Sax, Baby","This smooth jazz saxophone king got a Grammy nomination for ""My Heart Will Go On"" the same year Celine did; she won, he lost",Kenny G,Music,Jazz,FALSE,400,2,1/26/2023
"Let's Talk About Sax, Baby","The classic sax line from this 1984 No. 1 hit by Wham! begins, Wa-wa-wa-wa, wa-wa-wa-wa, wa-wa-wa-wa, wa-wa-wa",Careless Whisper,Music,Pop,FALSE,600,3,1/26/2023
"Let's Talk About Sax, Baby","In 1985 this Aussie band brought sax-y back, as they knew ""What You Need""",INX,Music,Pop,FALSE,800,4,1/26/2023
"Let's Talk About Sax, Baby","""I said hey babe, take"" this Lou Reed title, add Ronnie Ross' killer sax solo at the end, & you've got yourself a classic tune",Take A Walk on the Wild Side,Music,Pop,FALSE,1000,5,1/26/2023
Working 9 2 5,It's the number of square feet in a square yard,9,Science,Mathematics,TRUE,200,1,1/26/2023
Working 9 2 6,A silver wedding anniversary celebrates this many years of marriage,25,Linguistics,Vocabulary,FALSE,400,2,1/26/2023
Working 9 2 7,In 1986 Michigan became the first state to offer a prepaid college tuition plan now called this,529,Law,Legal Terms,FALSE,600,3,1/26/2023
Working 9 2 8,Tradition says Martin Luther posted this many theses to the door of a castle church in 1517,95,Religion,Christianity,TRUE,800,4,1/26/2023
Working 9 2 9,A standard 88-key piano has this many white keys,52,Music,Instruments,TRUE,1000,5,1/26/2023
What's In The Bottle,"This peppery product from the McIlhenny family, made on Avery Island",Tabasco Sauce,Business,Companies,FALSE,200,1,1/26/2023
What's In The Bottle,"Different types of vinegarincluding dark, rich variety from Modena, Italy",Balsamic,General Knowledge,Cooking,FALSE,400,2,1/26/2023
What's In The Bottle,This numeric French perfume that turned 100 in 2021,Chanelle Number 5,Business,Companies,TRUE,600,3,1/26/2023
What's In The Bottle,"This brand of champagne that she keeps ""in her pretty cabinet"" in a Queen song",Moet et Chandon,Music,Pop,FALSE,800,4,1/26/2023
What's In The Bottle,Bottled sand art available for purchase in this Middle East kingdom; the city of Aqaba is famous for it,Jordan,Geography,Countries,FALSE,1000,5,1/26/2023
Alliteration Time,A perceptible animal doctor,Visible Vet,Linguistics,Vocabulary,FALSE,200,1,1/26/2023
Alliteration Time,Nearsighted elbow pasta,Myopic Macaroni,"Science, General Knowledge","Medicine, Cooking",FALSE,400,2,1/26/2023
Alliteration Time,A jade locust,Green Grasshopper,Linguistics,Vocabulary,FALSE,600,3,1/26/2023
Alliteration Time,A see-through heirloom or beefsteak,Transparent Tomato,Linguistics,Vocabulary,TRUE,800,4,1/26/2023
Alliteration Time,A weighty raptor of genus Buteo,Hefty Hawk,Science,Biology,FALSE,1000,5,1/26/2023
"The ""End""s of the Earth",This patriotic Missouri city is famed as the hometown of Harry Truman,Independence,Geography,Cities,FALSE,200,1,1/26/2023
"The ""End""s of the Earth","The seat of Deschutes County, Oregon, it's named for a curve in the Deschutes River",Bend,Geography,Cities,FALSE,400,2,1/26/2023
"The ""End""s of the Earth",An Australian river got this name in 1770 after then-lieutenant James Cook repaired the same-named ship there,Endeavor,History,European History,FALSE,600,3,1/26/2023
"The ""End""s of the Earth","One posh & home to famed theaters & one notoriously poor, these 2 London districts are on opposite sides of the city's center","East End, West Wend",Geography,Cities,TRUE,800,4,1/26/2023
"The ""End""s of the Earth",England's southwesternmost point is the tip of this peninsula in Cornwall,Land's End,Geography,Countries,FALSE,1000,5,1/26/2023
A Line in the Sand,"This title man of a 1719 novel finds a ""print of man's foot on the sand""; ""fear of danger is... more terrifying than danger itself""",Robinson Crusoe,Literature,Book Titles,TRUE,400,1,1/26/2023
A Line in the Sand,"Levodopa, which is converted to dopamine in the brain, is the most effective drug for this motor control disease",Lord of the Flies,Literature,Book Titles,TRUE,800,2,1/26/2023
A Line in the Sand,"In this ""Rime"", Coleridge rhymed ""skinny hand"" with ""ribbed sea-sand""",The Rime of the Ancient Mariner,Literature,Poetry,FALSE,1200,3,1/26/2023
A Line in the Sand,"A passage in this novel relays, ""Gurney saw Fremen spread out across the sand there in the path of the worm""",Dune,Literature,Book Titles,FALSE,1600,4,1/26/2023
